description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj              |genes
Renin secretion                                              |hsa04924     |7          |736       |47        |61686         |12.482712765957448 |1.3903e-06             |2.13326e-06           |ADCY6,PRKACB,ITPR1,GNAI3,GNAI2,EDN1,CREB1
Circadian rhythm                                             |hsa04710     |5          |736       |18        |61686         |23.28125           |1.79701e-06            |2.72844e-06           |CLOCK,BTRC,RORC,PER1,CREB1
Fanconi anemia pathway                                       |hsa03460     |5          |736       |18        |61686         |23.28125           |1.79701e-06            |2.72844e-06           |RPA1,RAD51,ATR,ERCC4,REV1
Cortisol synthesis and secretion                             |hsa04927     |7          |736       |50        |61686         |11.73375           |2.14071e-06            |3.23337e-06           |ADCY6,SCARB1,CREB5,SP1,PRKACB,ITPR1,CREB1
Hippo signaling pathway - multiple species                   |hsa04392     |4          |736       |9         |61686         |37.25              |2.41509e-06            |3.6288900000000002e-06|YAP1,RASSF2,STK3,PAK1
Glutamatergic synapse                                        |hsa04724     |8          |736       |73        |61686         |9.184931506849315  |2.68569e-06            |4.0147e-06            |ADCY6,SLC1A1,MAPK1,PRKACB,PLA2G4B,ITPR1,GNAI3,GNAI2
Antigen processing and presentation                          |hsa04612     |6          |736       |35        |61686         |14.367857142857142 |3.41735e-06            |5.08222e-06           |TNF,IFNG,HSPA5,HSPA4,HLA-G,CREB1
RNA transport                                                |hsa03013     |6          |736       |37        |61686         |13.591216216216216 |4.7963300000000005e-06 |7.096610000000001e-06 |TACC3,PRMT5,UBE2I,EIF4EBP1,EIF4E,EIF2S1
Ferroptosis                                                  |hsa04216     |5          |736       |26        |61686         |16.11778846153846  |1.27479e-05            |1.87659e-05           |ATG5,TP53,TFRC,MAP1LC3B,CYBB
Carbon metabolism                                            |hsa01200     |7          |736       |69        |61686         |8.502717391304348  |1.90097e-05            |2.78425e-05           |PKM,PKLR,MTHFR,IDH2,IDH1,HK2,GAPDH
Inositol phosphate metabolism                                |hsa00562     |5          |736       |29        |61686         |14.450431034482758 |2.23431e-05            |3.25603e-05           |PTEN,PIK3CG,PIK3CD,PIKFYVE,PLCE1
Salivary secretion                                           |hsa04970     |6          |736       |49        |61686         |10.262755102040815 |2.55515e-05            |3.70497e-05           |ADCY6,SLC9A1,PRKACB,ATP1B1,KCNN4,ITPR1
Endocrine and other factor-regulated calcium reabsorption    |hsa04961     |5          |736       |30        |61686         |13.968749999999998 |2.65487e-05            |3.83041e-05           |ADCY6,SLC8A1,PRKACB,ATP1B1,ESR1
Maturity onset diabetes of the young                         |hsa04950     |4          |736       |16        |61686         |20.953125          |3.26381e-05            |4.68567e-05           |PKLR,NEUROD1,HNF4G,RFX6
Graft-versus-host disease                                    |hsa05332     |4          |736       |18        |61686         |18.625             |5.3843100000000006e-05 |7.69188e-05           |TNF,IL6,IFNG,HLA-G
Biosynthesis of amino acids                                  |hsa01230     |5          |736       |40        |61686         |10.4765625         |0.000111095            |0.00015792899999999998|PKM,PKLR,IDH2,IDH1,GAPDH
Allograft rejection                                          |hsa05330     |4          |736       |22        |61686         |15.238636363636365 |0.00012392299999999999 |0.000175306           |TNF,IL10,IFNG,HLA-G
Olfactory transduction                                       |hsa04740     |4          |736       |23        |61686         |14.57608695652174  |0.000148598            |0.000208181           |CAMK2D,SLC8A1,RGS2,PRKACB
Spliceosome                                                  |hsa03040     |4          |736       |23        |61686         |14.57608695652174  |0.000148598            |0.000208181           |SRSF10,TRA2B,SRSF1,PRPF38A
Complement and coagulation cascades                          |hsa04610     |5          |736       |43        |61686         |9.74563953488372   |0.000157801            |0.000220011           |PLAU,SERPINE1,FGG,FGB,FGA
Cardiac muscle contraction                                   |hsa04260     |4          |736       |25        |61686         |13.409999999999998 |0.000208302            |0.000289032           |SLC9A1,SLC8A1,ATP1B1,COX2
GABAergic synapse                                            |hsa04727     |5          |736       |51        |61686         |8.216911764705882  |0.000356026            |0.000491655           |ADCY6,SRC,PRKACB,GNAI3,GNAI2
Intestinal immune network for IgA production                 |hsa04672     |4          |736       |31        |61686         |10.814516129032258 |0.000489561            |0.000669682           |CXCR4,TGFB1,IL10,IL6
Systemic lupus erythematosus                                 |hsa05322     |4          |736       |31        |61686         |10.814516129032258 |0.000489561            |0.000669682           |TNF,IL10,IFNG,H3-3A
Nicotinate and nicotinamide metabolism                       |hsa00760     |3          |736       |14        |61686         |17.959821428571427 |0.000558191            |0.0007564269999999999 |SIRT1,NT5E,SIRT7
Homologous recombination                                     |hsa03440     |3          |736       |14        |61686         |17.959821428571427 |0.000558191            |0.0007564269999999999 |RPA1,RAD51,ATM
Asthma                                                       |hsa05310     |3          |736       |15        |61686         |16.7625            |0.00069156             |0.0009328019999999999 |TNF,IL13,IL10
Glycolysis / Gluconeogenesis                                 |hsa00010     |4          |736       |34        |61686         |9.86029411764706   |0.000701427            |0.000941731           |PKM,PKLR,HK2,GAPDH
Citrate cycle (TCA cycle)                                    |hsa00020     |3          |736       |17        |61686         |14.790441176470589 |0.00101534             |0.0013569             |ACLY,IDH2,IDH1
Nucleotide excision repair                                   |hsa03420     |3          |736       |21        |61686         |11.973214285714286 |0.00191666             |0.00254968            |RPA1,ERCC4,ERCC3
Type I diabetes mellitus                                     |hsa04940     |3          |736       |23        |61686         |10.932065217391305 |0.00250739             |0.00332029            |TNF,IFNG,HLA-G
Autoimmune thyroid disease                                   |hsa05320     |3          |736       |24        |61686         |10.476562499999998 |0.00284035             |0.0037441             |TG,IL10,HLA-G
Mineral absorption                                           |hsa04978     |3          |736       |25        |61686         |10.0575            |0.00319927             |0.00419814            |SLC8A1,ATP1B1,SLC31A1
Morphine addiction                                           |hsa05032     |4          |736       |52        |61686         |6.447115384615384  |0.00345786             |0.00451702            |ADCY6,PRKACB,GNAI3,GNAI2
Terpenoid backbone biosynthesis                              |hsa00900     |2          |736       |8         |61686         |20.953125          |0.00379538             |0.00493569            |ZMPSTE24,HMGCR
Cysteine and methionine metabolism                           |hsa00270     |3          |736       |27        |61686         |9.3125             |0.00399741             |0.00517521            |DNMT3B,DNMT3A,DNMT1
Purine metabolism                                            |hsa00230     |4          |736       |55        |61686         |6.095454545454546  |0.00423568             |0.00545933            |ADCY6,PKM,PKLR,NT5E
Biosynthesis of cofactors                                    |hsa01240     |4          |736       |56        |61686         |5.986607142857142  |0.0045191              |0.00579884            |PKM,PKLR,ALPL,DHFR
Taste transduction                                           |hsa04742     |3          |736       |30        |61686         |8.38125            |0.00540369             |0.00690339            |ADCY6,PRKACB,HTR1B
2-Oxocarboxylic acid metabolism                              |hsa01210     |2          |736       |10        |61686         |16.7625            |0.00600394             |0.00760324            |IDH2,IDH1
Various types of N-glycan biosynthesis                       |hsa00513     |2          |736       |10        |61686         |16.7625            |0.00600394             |0.00760324            |TUSC3,FUT8
RNA degradation                                              |hsa03018     |2          |736       |11        |61686         |15.238636363636365 |0.0072804              |0.00917963            |BTG1,CNOT6
Peroxisome                                                   |hsa04146     |3          |736       |35        |61686         |7.183928571428571  |0.00833635             |0.0104656             |SOD2,IDH2,IDH1
Other types of O-glycan biosynthesis                         |hsa00514     |2          |736       |12        |61686         |13.968749999999998 |0.00866779             |0.010834700000000001  |LFNG,GALNT14
Neuroactive ligand-receptor interaction                      |hsa04080     |6          |736       |150       |61686         |3.3524999999999996 |0.0095295              |0.011860700000000002  |THRB,TAC1,HTR2C,HTR1B,HRH1,EDN1
Staphylococcus aureus infection                              |hsa05150     |3          |736       |37        |61686         |6.795608108108108  |0.00972446             |0.0120517             |IL10,ICAM1,FGG
N-Glycan biosynthesis                                        |hsa00510     |2          |736       |13        |61686         |12.894230769230768 |0.0101633              |0.0124361             |TUSC3,FUT8
One carbon pool by folate                                    |hsa00670     |2          |736       |13        |61686         |12.894230769230768 |0.0101633              |0.0124361             |MTHFR,DHFR
Base excision repair                                         |hsa03410     |2          |736       |13        |61686         |12.894230769230768 |0.0101633              |0.0124361             |TDG,HMGB1
Proximal tubule bicarbonate reclamation                      |hsa04964     |2          |736       |14        |61686         |11.973214285714285 |0.011764100000000001   |0.0143345             |CA2,ATP1B1
Folate biosynthesis                                          |hsa00790     |2          |736       |17        |61686         |9.86029411764706   |0.017171799999999997   |0.0208361             |ALPL,DHFR
PPAR signaling pathway                                       |hsa03320     |3          |736       |47        |61686         |5.349734042553191  |0.0185951              |0.0224691             |PPARG,PPARA,MMP1
ABC transporters                                             |hsa02010     |2          |736       |19        |61686         |8.822368421052632  |0.0212551              |0.0255767             |ABCG2,ABCG4
Glutathione metabolism                                       |hsa00480     |2          |736       |20        |61686         |8.38125            |0.023432599999999998   |0.028080400000000002  |IDH2,IDH1
Fat digestion and absorption                                 |hsa04975     |2          |736       |21        |61686         |7.982142857142858  |0.0256974              |0.030667700000000003  |SCARB1,MTTP
mRNA surveillance pathway                                    |hsa03015     |2          |736       |22        |61686         |7.6193181818181825 |0.028047199999999998   |0.033334800000000005  |PPP2R2A,PPP2CB
Lysine degradation                                           |hsa00310     |2          |736       |24        |61686         |6.984374999999999  |0.0329922              |0.039051999999999996  |EZH2,MECOM
Neomycin, kanamycin and gentamicin biosynthesis              |hsa00524     |1          |736       |3         |61686         |27.937499999999996 |0.0353694              |0.0416956             |HK2
Pyruvate metabolism                                          |hsa00620     |2          |736       |25        |61686         |6.704999999999999  |0.0355829              |0.041777499999999995  |PKM,PKLR
Arginine and proline metabolism                              |hsa00330     |2          |736       |26        |61686         |6.447115384615384  |0.0382494              |0.0447272             |P4HA1,MAOA
Vibrio cholerae infection                                    |hsa05110     |2          |736       |27        |61686         |6.208333333333333  |0.040989599999999994   |0.0477389             |ACTG1,PRKACB
