description                                                  |annotation_id|genes_found|input_size|term_genes|genes_universe|relative_enrichment|pval                   |pval_adj               |genes
Ubiquitin mediated proteolysis                               |hsa04120     |22         |1148      |70        |61686         |16.887655550024885 |2.59941e-21            |6.1909599999999994e-21 |HERC4,NEDD4L,TRIM32,UBE2C,WWP1,PIAS3,STUB1,KEAP1,BTRC,SOCS1,VHL,UBE2N,UBE2I,SIAH1,MAP3K1,MDM2,XIAP,ITCH,BIRC6,SMURF1,FBXW7,DET1
Basal cell carcinoma                                         |hsa05217     |18         |1148      |39        |61686         |24.80005360493165  |2.7148000000000003e-21 |6.416810000000001e-21  |CDKN1A,FZD7,FZD6,AXIN2,FZD5,WNT7A,WNT1,TP53,BMP2,SMO,BAK1,APC,GSK3B,GLI1,TCF7L1,CTNNB1,SUFU,LEF1
RIG-I-like receptor signaling pathway                        |hsa04622     |19         |1148      |49        |61686         |20.835419185095642 |1.28341e-20            |3.01069e-20            |CHUK,IKBKE,ATG12,CASP8,FADD,IKBKG,TNF,MAPK13,MAPK9,PIN1,NFKBIA,NFKB1,MAP3K1,IL12A,CXCL8,IKBKB,IFNB1,MAPK14,TBK1
Type II diabetes mellitus                                    |hsa04930     |18         |1148      |42        |61686         |23.028621204579395 |1.46107e-20            |3.4018900000000004e-20 |IRS2,SOCS1,CACNA1C,TNF,SLC2A4,MAPK9,MAPK1,PRKCZ,PRKCE,PIK3R1,PIK3CD,PIK3CB,PIK3CA,IRS1,INSR,IKBKB,HK2,MTOR
Viral protein interaction with cytokine and cytokine receptor|hsa04061     |20         |1148      |58        |61686         |18.528775681845488 |1.99886e-20            |4.6195999999999996e-20 |CCL26,TNFRSF10A,TNFRSF10B,TNFSF10,CXCR4,TNF,CXCL12,CCL20,CCL5,CCL4,CCL2,CCL1,CXCL8,IL6R,IL6,CXCL2,IL34,ACKR3,CSF1R,CCR1
Cell adhesion molecules                                      |hsa04514     |20         |1148      |60        |61686         |17.91114982578397  |4.37938e-20            |1.00468e-19            |CADM1,ICOSLG,CDH5,CDH2,CDH1,CD40,CD28,CLDN1,CLDN10,SELE,NCAM1,ITGB8,ITGB1,ITGA6,ICAM2,ICAM1,CD276,VCAN,F11R,CD274
Thyroid cancer                                               |hsa05216     |16         |1148      |33        |61686         |26.052581564776688 |1.62072e-19            |3.69099e-19            |CDKN1A,CDH1,TPM3,TP53,BRAF,CCND1,RET,BAK1,MAPK1,NRAS,MYC,KRAS,HRAS,TCF7L1,CTNNB1,LEF1
Thermogenesis                                                |hsa04714     |22         |1148      |83        |61686         |14.24260106628605  |1.6657200000000001e-19 |3.76597e-19            |PPARGC1A,UQCRFS1,TSC1,SMARCA4,ACTB,RPS6KB1,RPS6KA1,RHEB,MAP2K3,MAPK13,PRKACB,NRAS,NDUFA4,CYTB,COX2,KRAS,HRAS,MTOR,RPTOR,KDM3A,MAPK14,CREB1
Melanogenesis                                                |hsa04916     |19         |1148      |59        |61686         |17.303992204570957 |7.983209999999999e-19  |1.79192e-18            |FZD7,FZD6,FZD5,WNT7A,WNT1,RAF1,MAPK1,PRKCA,PRKACB,NRAS,MITF,KRAS,HRAS,GSK3B,TCF7L1,EDN1,CTNNB1,LEF1,CREB1
Dopaminergic synapse                                         |hsa04728     |21         |1148      |83        |61686         |13.595210108727592 |3.1821700000000003e-18 |7.091690000000001e-18  |AKT3,CLOCK,CACNA1C,MAPK13,MAPK9,PRKCA,PRKACB,PPP3CA,PPP2R5E,PPP2R2A,PPP2CB,PPP1CA,ARNTL,GSK3B,GRIN2A,FOS,AKT2,AKT1,DDC,MAPK14,CREB1
Cholinergic synapse                                          |hsa04725     |20         |1148      |77        |61686         |13.95674012398751  |1.14148e-17            |2.5258200000000003e-17 |CHRM1,AKT3,CACNA1C,BCL2,MAPK1,PRKCA,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,JAK2,HRAS,FYN,FOS,AKT2,AKT1,CREB1
Apoptosis - multiple species                                 |hsa04215     |14         |1148      |28        |61686         |26.86672473867596  |1.7408800000000002e-17 |3.82504e-17            |BCL2L11,CASP8,CASP7,CASP3,FADD,BCL2,BAK1,MAPK9,PMAIP1,BIRC5,XIAP,APAF1,BIRC6,BBC3
Adrenergic signaling in cardiomyocytes                       |hsa04261     |20         |1148      |81        |61686         |13.26751838946961  |3.3925100000000004e-17 |7.401840000000001e-17  |AKT3,CACNA1C,ACTC1,TPM3,TPM1,BCL2,MAPK13,MAPK1,PRKCA,PRKACB,PPP2R5E,PPP2R2A,PPP2CB,PPP1CA,ATP2A2,AKT2,AKT1,AGTR1,MAPK14,CREB1
Hypertrophic cardiomyopathy                                  |hsa05410     |17         |1148      |52        |61686         |17.566704636826586 |4.08356e-17            |8.847719999999998e-17  |ITGA11,CACNA1C,ACTC1,TPM3,TPM1,TNF,TGFB2,ACTB,ATP2A2,ITGB8,ITGB3,ITGB1,ITGA5,ITGA6,IL6,IGF1,EDN1
Legionellosis                                                |hsa05134     |16         |1148      |45        |61686         |19.105226480836237 |7.28854e-17            |1.5682899999999998e-16 |CASP8,CASP7,CASP3,TNF,BNIP3,NFKBIA,NFKB1,NAIP,MYD88,IL12A,CXCL8,IL6,IL1B,HSPA1B,APAF1,CXCL2
Arrhythmogenic right ventricular cardiomyopathy              |hsa05412     |15         |1148      |42        |61686         |19.19051767048283  |6.27768e-16            |1.34153e-15            |ITGA11,CDH2,CACNA1C,ACTB,ATP2A2,ITGB8,ITGB3,ITGB1,ITGA5,ITGA6,GJA1,TCF7L1,DSC2,CTNNB1,LEF1
Spinocerebellar ataxia                                       |hsa05017     |18         |1148      |78        |61686         |12.400026802465826 |4.67895e-15            |9.93084e-15            |ATG14,PPIF,AKT3,VLDLR,VDAC1,SP1,PSMD9,MAPK9,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,ATP2A2,GRIN2A,MTOR,AKT2,AKT1
Inflammatory bowel disease                                   |hsa05321     |15         |1148      |50        |61686         |16.120034843205573 |1.24648e-14            |2.6100900000000003e-14 |TNF,TGFB2,STAT4,STAT3,STAT1,NFKB1,NFATC1,SMAD3,SMAD2,JUN,IL12A,IL6,IL1B,IL1A,IFNGR1
Aldosterone-regulated sodium reabsorption                    |hsa04960     |12         |1148      |26        |61686         |24.800053604931655 |1.23921e-14            |2.61238e-14            |NEDD4L,SCNN1A,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,KRAS,IRS1,INSR,IGF1
Dilated cardiomyopathy                                       |hsa05414     |16         |1148      |62        |61686         |13.866696639316624 |2.2922400000000002e-14 |4.76786e-14            |ITGA11,CACNA1C,ACTC1,TPM3,TPM1,TNF,TGFB2,ACTB,PRKACB,ATP2A2,ITGB8,ITGB3,ITGB1,ITGA5,ITGA6,IGF1
Alcoholism                                                   |hsa05034     |17         |1148      |74        |61686         |12.344170825878143 |2.90941e-14            |6.011499999999999e-14  |BRAF,SHC1,RAF1,MAPK1,PKIA,PRKACB,PPP1CA,NTRK2,NRAS,KRAS,HRAS,HDAC2,GRIN2A,HDAC11,DDC,HDAC8,CREB1
Cytosolic DNA-sensing pathway                                |hsa04623     |13         |1148      |35        |61686         |19.95813837730214  |3.03656e-14            |6.232939999999999e-14  |CHUK,ADAR,IKBKE,IKBKG,CCL5,CCL4,NFKBIA,NFKB1,IL6,IL1B,IKBKB,IFNB1,TBK1
Inflammatory mediator regulation of TRP channels             |hsa04750     |16         |1148      |66        |61686         |13.026290782388344 |6.69159e-14            |1.36456e-13            |SRC,MAP2K6,MAP2K3,MAPK13,MAPK9,PRKCE,PRKCA,PRKACB,PPP1CA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,IL1B,IGF1,MAPK14
Long-term potentiation                                       |hsa04720     |14         |1148      |47        |61686         |16.00570835495589  |1.0675599999999999e-13 |2.16285e-13            |CACNA1C,BRAF,RPS6KA1,RAP1B,RAF1,MAPK1,PRKCA,PRKACB,PPP3CA,PPP1CA,NRAS,KRAS,HRAS,GRIN2A
Parkinson disease                                            |hsa05012     |17         |1148      |81        |61686         |11.277390631049167 |1.44149e-13            |2.90158e-13            |TUBB3,PPIF,MFN2,CASP3,VDAC1,UQCRFS1,TP53,PSMD9,MAPK9,PRKACB,NDUFA4,CYTB,COX2,APAF1,DUSP1,KLC2,DAXX
Serotonergic synapse                                         |hsa04726     |16         |1148      |71        |61686         |12.10894636109339  |2.29598e-13            |4.591949999999999e-13  |CASP3,CACNA1C,BRAF,RAF1,MAPK1,PRKCA,PRKACB,NRAS,KRAS,APP,HRAS,ALOX5,DUSP1,DDC,CYP2C8,CYP2C19
Malaria                                                      |hsa05144     |13         |1148      |41        |61686         |17.037435200135974 |3.2686900000000003e-13 |6.49574e-13            |CD40,TNF,THBS4,TGFB2,SELE,CCL2,MYD88,MET,IL12A,CXCL8,IL6,IL1B,ICAM1
GnRH secretion                                               |hsa04929     |14         |1148      |51        |61686         |14.75035868005739  |3.76977e-13            |7.444100000000001e-13  |AKT3,CACNA1C,RAF1,MAPK1,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,NRAS,KRAS,HRAS,AKT2,AKT1
Antifolate resistance                                        |hsa01523     |11         |1148      |26        |61686         |22.733382471187348 |5.29473e-13            |1.0389700000000002e-12 |CHUK,ABCG2,IKBKG,TYMS,TNF,NFKB1,ABCC1,IL6,IL1B,IKBKB,DHFR
Protein processing in endoplasmic reticulum                  |hsa04141     |15         |1148      |66        |61686         |12.212147608489072 |1.12627e-12            |2.19622e-12            |MAN1B1,SEC23A,STUB1,SEL1L,BCL2,BAK1,BAG1,DNAJC3,MAPK9,HSP90AA1,HSPA1B,AMFR,DERL1,YOD1,UBQLN1
ECM-receptor interaction                                     |hsa04512     |13         |1148      |47        |61686         |14.862443472459042 |2.35386e-12            |4.56151e-12            |ITGA11,CD44,THBS4,LAMC2,ITGB8,ITGB3,ITGB1,ITGA5,ITGA6,FN1,COL4A2,COL4A1,COL1A2
Hedgehog signaling pathway                                   |hsa04340     |11         |1148      |30        |61686         |19.70226480836237  |3.49732e-12            |6.735569999999999e-12  |CCND2,BTRC,SMO,BCL2,CCND1,PRKACB,GSK3B,GLI1,SMURF1,SUFU,CSNK1A1
Gap junction                                                 |hsa04540     |14         |1148      |61        |61686         |12.332267093162736 |5.52424e-12            |1.0574000000000002e-11 |TUBB3,SRC,RAF1,MAPK7,MAPK1,PRKCA,PRKACB,PDGFRB,NRAS,KRAS,HRAS,GJA1,EGFR,LPAR1
Notch signaling pathway                                      |hsa04330     |11         |1148      |32        |61686         |18.47087325783972  |7.984080000000001e-12  |1.51892e-11            |NCOR2,KAT2B,TLE4,ADAM17,NOTCH2,NOTCH1,HES1,HDAC2,JAG1,CTBP2,APH1A
Viral myocarditis                                            |hsa05416     |11         |1148      |35        |61686         |16.887655550024885 |2.45342e-11            |4.63919e-11            |CD40,CD28,CAV1,CASP8,CASP3,ACTB,CCND1,RAC1,ICAM1,FYN,ABL1
Vascular smooth muscle contraction                           |hsa04270     |15         |1148      |81        |61686         |9.950638792102207  |2.63605e-11            |4.954500000000001e-11  |ROCK2,CACNA1C,BRAF,ROCK1,RAF1,MAPK1,PRKCE,PRKCA,PRKACB,PPP1CA,MYLK,RHOA,AGTR1,EDNRA,EDN1
Glucagon signaling pathway                                   |hsa04922     |13         |1148      |57        |61686         |12.254997249220613 |3.44976e-11            |6.44507e-11            |SIRT1,PPARGC1A,AKT3,PRKACB,PPP3CA,PPARA,LDHB,LDHA,G6PC1,FOXO1,AKT2,AKT1,CREB1
Amphetamine addiction                                        |hsa05031     |12         |1148      |48        |61686         |13.43336236933798  |6.13518e-11            |1.1393899999999999e-10 |SIRT1,CACNA1C,PRKCA,PRKACB,PPP3CA,PPP1CA,JUN,HDAC2,GRIN2A,FOS,DDC,CREB1
Phosphatidylinositol signaling system                        |hsa04070     |11         |1148      |38        |61686         |15.554419585549239 |6.72415e-11            |1.2413799999999998e-10 |INPP5F,MTMR3,PTEN,PRKCA,PIK3R1,PIK3CD,PIK3CB,PIK3CA,INPP5D,MTMR14,PLCE1
African trypanosomiasis                                      |hsa05143     |10         |1148      |30        |61686         |17.91114982578397  |1.02759e-10            |1.8859400000000003e-10 |TNF,SELE,PRKCA,MYD88,FASLG,FAS,IL12A,IL6,IL1B,ICAM1
Carbohydrate digestion and absorption                        |hsa04973     |9          |1148      |24        |61686         |20.150043554006967 |2.64107e-10            |4.8188e-10             |AKT3,PIK3R1,PIK3CD,PIK3CB,PIK3CA,HK2,G6PC1,AKT2,AKT1
Regulation of lipolysis in adipocytes                        |hsa04923     |11         |1148      |49        |61686         |12.062611107160633 |1.35068e-09            |2.45007e-09            |AKT3,IRS2,PRKACB,PIK3R1,PIK3CD,PIK3CB,PIK3CA,IRS1,INSR,AKT2,AKT1
Hematopoietic cell lineage                                   |hsa04640     |12         |1148      |65        |61686         |9.920021441972663  |2.65322e-09            |4.78499e-09            |CD44,TNF,ITGB3,ITGA5,ITGA6,IL6R,IL6,IL1B,IL1A,EPOR,EPO,CSF1R
RNA transport                                                |hsa03013     |10         |1148      |41        |61686         |13.105719384719979 |3.18529e-09            |5.71155e-09            |UPF2,PRMT5,GEMIN2,UBE2I,SMN1,RAN,EIF4EBP1,EIF4E,EIF4A2,GEMIN4
Inositol phosphate metabolism                                |hsa00562     |9          |1148      |33        |61686         |14.654577130186885 |6.702640000000001e-09  |1.19499e-08            |INPP5F,MTMR3,PTEN,PIK3CD,PIK3CB,PIK3CA,INPP5D,MTMR14,PLCE1
Long-term depression                                         |hsa04730     |10         |1148      |45        |61686         |11.940766550522648 |8.4735e-09             |1.50212e-08            |BRAF,RAF1,MAPK1,PRKCA,PPP2CB,NRAS,KRAS,IGF1R,IGF1,HRAS
Graft-versus-host disease                                    |hsa05332     |7          |1148      |17        |61686         |22.125538020086086 |1.25475e-08            |2.2117599999999998e-08 |CD28,TNF,FASLG,FAS,IL6,IL1B,IL1A
Cardiac muscle contraction                                   |hsa04260     |8          |1148      |27        |61686         |15.92102206736353  |2.27794e-08            |3.99279e-08            |CACNA1C,UQCRFS1,ACTC1,TPM3,TPM1,ATP2A2,CYTB,COX2
Phagosome                                                    |hsa04145     |12         |1148      |79        |61686         |8.1620429585851    |2.6569500000000002e-08 |4.6311e-08             |TUBB3,THBS4,TAP1,ACTB,RAC1,RAB5A,OLR1,LAMP1,ITGB3,ITGB1,ITGA5,CYBB
Fanconi anemia pathway                                       |hsa03460     |7          |1148      |19        |61686         |19.796534017971762 |3.14683e-08            |5.4545e-08             |BRCA2,RPA1,REV3L,RAD51,MLH1,HES1,FANCG
Protein digestion and absorption                             |hsa04974     |8          |1148      |32        |61686         |13.43336236933798  |9.93801e-08            |1.70366e-07            |ELN,COL10A1,COL5A2,COL5A1,COL4A2,COL4A1,COL3A1,COL1A2
Intestinal immune network for IgA production                 |hsa04672     |8          |1148      |32        |61686         |13.43336236933798  |9.93801e-08            |1.70366e-07            |ICOSLG,CD40,CD28,MAP3K14,TNFSF13,CXCR4,CXCL12,IL6
Type I diabetes mellitus                                     |hsa04940     |7          |1148      |22        |61686         |17.0970066518847   |1.01436e-07            |1.71999e-07            |CD28,TNF,FASLG,FAS,IL12A,IL1B,IL1A
Autophagy - other                                            |hsa04136     |7          |1148      |22        |61686         |17.0970066518847   |1.01436e-07            |1.71999e-07            |GABARAPL1,ATG12,PPP2CB,MTOR,ATG9A,RPTOR,ATG16L1
Bile secretion                                               |hsa04976     |9          |1148      |51        |61686         |9.48237343717975   |3.91665e-07            |6.60538e-07            |CFTR,SLC22A7,ABCG2,NR0B2,CA2,PRKACB,ABCB1,LDLR,HMGCR
ABC transporters                                             |hsa02010     |6          |1148      |19        |61686         |16.96845772969008  |9.042650000000001e-07  |1.51683e-06            |CFTR,ABCG2,TAP1,ABCB1,ABCC1,ABCA1
Hippo signaling pathway - multiple species                   |hsa04392     |5          |1148      |11        |61686         |24.424295216978145 |9.3152e-07             |1.5541899999999998e-06 |WWC1,YAP1,RASSF2,STK3,LATS2
Glutamatergic synapse                                        |hsa04724     |10         |1148      |73        |61686         |7.360746503746838  |1.03093e-06            |1.7109099999999999e-06 |SHANK2,CACNA1C,SLC1A2,MAPK1,PRKCA,PRKACB,PPP3CA,GRIN2A,GLUL,GLS
Cysteine and methionine metabolism                           |hsa00270     |7          |1148      |31        |61686         |12.133359559402045 |1.35134e-06            |2.23078e-06            |MTAP,LDHB,LDHA,GSS,DNMT3B,DNMT3A,DNMT1
Allograft rejection                                          |hsa05330     |6          |1148      |21        |61686         |15.352414136386264 |1.7518299999999999e-06 |2.8767000000000003e-06 |CD40,CD28,TNF,FASLG,FAS,IL12A
Mismatch repair                                              |hsa03430     |5          |1148      |13        |61686         |20.666711337443044 |2.51565e-06            |4.10933e-06            |RPA1,MSH3,MSH2,MLH1,MSH6
Spliceosome                                                  |hsa03040     |6          |1148      |23        |61686         |14.017421602787458 |3.15683e-06            |5.1298500000000005e-06 |SRSF1,PCBP1,HSPA1B,HNRNPK,HNRNPA3,CDC40
mRNA surveillance pathway                                    |hsa03015     |6          |1148      |26        |61686         |12.400026802465828 |6.86439e-06            |1.10968e-05            |UPF2,PPP2R5E,PPP2R2A,PPP2CB,PPP1CA,MSI2
Arachidonic acid metabolism                                  |hsa00590     |6          |1148      |28        |61686         |11.514310602289697 |1.08813e-05            |1.74101e-05            |GPX2,ALOX5,CYP2U1,CYP2C8,CYP2C19,CYP2B6
Lysine degradation                                           |hsa00310     |6          |1148      |28        |61686         |11.514310602289697 |1.08813e-05            |1.74101e-05            |SETDB1,PLOD3,SUV39H1,EZH2,NSD3,SETD2
Gastric acid secretion                                       |hsa04971     |7          |1148      |43        |61686         |8.747305728871243  |1.36353e-05            |2.17052e-05            |CFTR,CA2,EZR,ACTB,PRKCA,PRKACB,MYLK
Circadian rhythm                                             |hsa04710     |5          |1148      |18        |61686         |14.925958188153311 |1.5499100000000002e-05 |2.4546799999999997e-05 |CLOCK,BTRC,PER1,ARNTL,CREB1
Complement and coagulation cascades                          |hsa04610     |7          |1148      |44        |61686         |8.54850332594235   |1.59549e-05            |2.5141100000000002e-05 |CLU,PLAU,PLAT,SERPINE1,FGG,FGB,FGA
Renin secretion                                              |hsa04924     |7          |1148      |46        |61686         |8.176829268292684  |2.15766e-05            |3.38286e-05            |CACNA1C,PRKACB,PPP3CA,AGTR1,EDNRA,EDN1,CREB1
Aldosterone synthesis and secretion                          |hsa04925     |8          |1148      |63        |61686         |6.823295171727227  |2.19871e-05            |3.42999e-05            |CACNA1C,PRKCE,PRKCA,PRKACB,LDLR,AGTR1,CAMK1D,CREB1
Retrograde endocannabinoid signaling                         |hsa04723     |8          |1148      |64        |61686         |6.71668118466899   |2.47201e-05            |3.8371500000000004e-05 |CACNA1C,MAPK13,MAPK9,MAPK1,PRKCA,PRKACB,NDUFA4,MAPK14
Neuroactive ligand-receptor interaction                      |hsa04080     |12         |1148      |149       |61686         |4.327526132404182  |2.50878e-05            |3.87495e-05            |CHRM1,APLN,CALCR,THRB,PTH1R,OXTR,LEPR,GRIN2A,AGTR1,EDNRA,EDN1,LPAR1
Circadian entrainment                                        |hsa04713     |8          |1148      |66        |61686         |6.513145391194172  |3.10448e-05            |4.77142e-05            |CACNA1C,MAPK1,PRKCA,PRKACB,PER1,GRIN2A,FOS,CREB1
GABAergic synapse                                            |hsa04727     |7          |1148      |51        |61686         |7.375179340028695  |4.3051899999999993e-05 |6.5844e-05             |GABARAPL1,CACNA1C,SRC,PRKCA,PRKACB,GLUL,GLS
Cocaine addiction                                            |hsa05030     |6          |1148      |37        |61686         |8.71353234767869   |5.82163e-05            |8.86024e-05            |PRKACB,NFKB1,JUN,GRIN2A,DDC,CREB1
Ovarian steroidogenesis                                      |hsa04913     |6          |1148      |38        |61686         |8.48422886484504   |6.804619999999999e-05  |0.00010306             |PRKACB,LDLR,INSR,IGF1R,IGF1,ALOX5
Pancreatic secretion                                         |hsa04972     |7          |1148      |58        |61686         |6.485071488645921  |9.988139999999999e-05  |0.000150546            |CFTR,CA2,RAP1B,RAC1,PRKCA,ATP2A2,RHOA
Homologous recombination                                     |hsa03440     |4          |1148      |14        |61686         |15.352414136386262 |0.000102917            |0.000154375            |BRCA2,RPA1,RAD51,ATM
Ferroptosis                                                  |hsa04216     |5          |1148      |26        |61686         |10.333355668721522 |0.00010516             |0.000156985            |TP53,PCBP1,HMOX1,GSS,CYBB
Nicotinate and nicotinamide metabolism                       |hsa00760     |4          |1148      |15        |61686         |14.328919860627177 |0.00013827200000000002 |0.00020543299999999998 |SIRT1,SIRT4,SIRT2,SIRT7
Endocrine and other factor-regulated calcium reabsorption    |hsa04961     |5          |1148      |28        |61686         |9.595258835241413  |0.00015234799999999999 |0.00022527299999999998 |VDR,PTH1R,PRKCA,PRKACB,ESR1
Maturity onset diabetes of the young                         |hsa04950     |4          |1148      |16        |61686         |13.43336236933798  |0.000181646            |0.000267328            |HNF1B,PAX6,HES1,NR5A2
Cholesterol metabolism                                       |hsa04979     |5          |1148      |30        |61686         |8.955574912891985  |0.000214206            |0.000313766            |VDAC1,LPL,LIPA,LDLR,ABCA1
PPAR signaling pathway                                       |hsa03320     |6          |1148      |47        |61686         |6.859589294981096  |0.000229583            |0.00033471900000000003 |NR1H3,PPARA,OLR1,MMP1,LPL,ILK
Sphingolipid metabolism                                      |hsa00600     |4          |1148      |18        |61686         |11.94076655052265  |0.000296479            |0.000430239            |SPTLC1,SGPL1,SPHK1,NEU1
Cortisol synthesis and secretion                             |hsa04927     |6          |1148      |50        |61686         |6.44801393728223   |0.000324068            |0.00046809900000000003 |CACNA1C,SP1,PRKACB,LDLR,AGTR1,CREB1
Oxidative phosphorylation                                    |hsa00190     |4          |1148      |21        |61686         |10.234942757590842 |0.0005546840000000001  |0.000797518            |UQCRFS1,NDUFA4,CYTB,COX2
Antigen processing and presentation                          |hsa04612     |5          |1148      |37        |61686         |7.261276956398907  |0.000588404            |0.00084212             |TNF,TAP1,HSP90AA1,HSPA1B,CREB1
Drug metabolism - cytochrome P450                            |hsa00982     |4          |1148      |22        |61686         |9.769718086791258  |0.000667996            |0.000947339            |ALDH3A1,CYP2C8,CYP2C19,CYP2B6
Glycolysis / Gluconeogenesis                                 |hsa00010     |5          |1148      |38        |61686         |7.0701907207042    |0.000667246            |0.000950598            |LDHB,LDHA,HK2,G6PC1,ALDH3A1
Autoimmune thyroid disease                                   |hsa05320     |4          |1148      |23        |61686         |9.344947735191639  |0.000796765            |0.00112484             |CD40,CD28,FASLG,FAS
Vasopressin-regulated water reabsorption                     |hsa04962     |4          |1148      |25        |61686         |8.597351916376306  |0.00110512             |0.00155314             |RAB5A,PRKACB,ARHGDIA,CREB1
Thyroid hormone synthesis                                    |hsa04918     |5          |1148      |43        |61686         |6.248075520622315  |0.00118531             |0.00165837             |TTF1,PRKCA,PRKACB,GPX2,CREB1
RNA degradation                                              |hsa03018     |3          |1148      |12        |61686         |13.43336236933798  |0.00124733             |0.00173735             |EXOSC2,BTG2,DDX6
Vibrio cholerae infection                                    |hsa05110     |4          |1148      |27        |61686         |7.960511033681765  |0.00148864             |0.00206425             |CFTR,ACTB,PRKCA,PRKACB
Phenylalanine metabolism                                     |hsa00360     |3          |1148      |13        |61686         |12.400026802465828 |0.00159915             |0.00219795             |MIF,ALDH3A1,DDC
DNA replication                                              |hsa03030     |3          |1148      |13        |61686         |12.400026802465828 |0.00159915             |0.00219795             |RPA1,MCM2,POLE3
Base excision repair                                         |hsa03410     |3          |1148      |14        |61686         |11.514310602289697 |0.00200721             |0.00274671             |TDG,HMGB1,POLE3
Lysosome                                                     |hsa04142     |5          |1148      |49        |61686         |5.483005048709379  |0.00214252             |0.00291906             |CD68,NEU1,LIPA,LAMP1,AP1G1
Systemic lupus erythematosus                                 |hsa05322     |4          |1148      |30        |61686         |7.164459930313589  |0.00222417             |0.00301713             |CD40,CD28,TNF,GRIN2A
Chemical carcinogenesis                                      |hsa05204     |4          |1148      |32        |61686         |6.71668118466899   |0.00283397             |0.0038277000000000003  |ARNT,ALDH3A1,CYP2C8,CYP2C19
Arginine biosynthesis                                        |hsa00220     |3          |1148      |16        |61686         |10.075021777003485 |0.00300355             |0.00403926             |NOS3,GLUL,GLS
Folate biosynthesis                                          |hsa00790     |3          |1148      |18        |61686         |8.955574912891988  |0.00425713             |0.00570053             |ALPG,DHFR,AKR1B10
Nitrogen metabolism                                          |hsa00910     |2          |1148      |6         |61686         |17.91114982578397  |0.00493891             |0.00658521             |CA2,GLUL
Tyrosine metabolism                                          |hsa00350     |3          |1148      |19        |61686         |8.48422886484504   |0.00498596             |0.00661966             |MIF,ALDH3A1,DDC
Galactose metabolism                                         |hsa00052     |3          |1148      |21        |61686         |7.676207068193132  |0.0066572              |0.00880104             |HK2,G6PC1,AKR1B10
Steroid biosynthesis                                         |hsa00100     |2          |1148      |7         |61686         |15.352414136386262 |0.00682936             |0.00899055             |LIPA,CYP24A1
Glutathione metabolism                                       |hsa00480     |3          |1148      |22        |61686         |7.327288565093444  |0.00760286             |0.00996678             |IDH2,GSS,GPX2
Mineral absorption                                           |hsa04978     |3          |1148      |23        |61686         |7.008710801393729  |0.00862378             |0.0112109              |VDR,MT2A,HMOX1
Retinol metabolism                                           |hsa00830     |3          |1148      |23        |61686         |7.008710801393729  |0.00862378             |0.0112109              |DGAT1,CYP2C8,CYP2B6
Aminoacyl-tRNA biosynthesis                                  |hsa00970     |2          |1148      |8         |61686         |13.43336236933798  |0.00899392             |0.011547700000000001   |NARS1,QRSL1
Terpenoid backbone biosynthesis                              |hsa00900     |2          |1148      |8         |61686         |13.43336236933798  |0.00899392             |0.011547700000000001   |ZMPSTE24,HMGCR
Ribosome                                                     |hsa03010     |2          |1148      |8         |61686         |13.43336236933798  |0.00899392             |0.011547700000000001   |RPS7,MRPL18
Alanine, aspartate and glutamate metabolism                  |hsa00250     |3          |1148      |26        |61686         |6.200013401232914  |0.0121494              |0.015535399999999998   |ALDH5A1,GLUL,GLS
Various types of N-glycan biosynthesis                       |hsa00513     |2          |1148      |10        |61686         |10.746689895470384 |0.0141023              |0.0179588              |MAN1B1,FUT8
Glycerolipid metabolism                                      |hsa00561     |3          |1148      |29        |61686         |5.558632704553647  |0.016387400000000003   |0.020784               |DGAT1,LPL,AKR1B10
Taste transduction                                           |hsa04742     |3          |1148      |30        |61686         |5.373344947735192  |0.0179611              |0.0226877              |CACNA1C,SCNN1A,PRKACB
Other types of O-glycan biosynthesis                         |hsa00514     |2          |1148      |12        |61686         |8.955574912891985  |0.0201809              |0.0251858              |PLOD3,GALNT7
Histidine metabolism                                         |hsa00340     |2          |1148      |12        |61686         |8.955574912891985  |0.0201809              |0.0251858              |HAL,ALDH3A1
Fatty acid biosynthesis                                      |hsa00061     |2          |1148      |12        |61686         |8.955574912891985  |0.0201809              |0.0251858              |FASN,CBR4
Insulin secretion                                            |hsa04911     |4          |1148      |56        |61686         |3.8381035340965655 |0.0204099              |0.0253701              |CACNA1C,PRKCA,PRKACB,CREB1
Primary immunodeficiency                                     |hsa05340     |3          |1148      |32        |61686         |5.037510888501743  |0.021352               |0.0264358              |CD40,IKBKG,TAP1
N-Glycan biosynthesis                                        |hsa00510     |2          |1148      |13        |61686         |8.266684534977218  |0.0235594              |0.028825599999999996   |MAN1B1,FUT8
Linoleic acid metabolism                                     |hsa00591     |2          |1148      |13        |61686         |8.266684534977218  |0.0235594              |0.028825599999999996   |CYP2C8,CYP2C19
One carbon pool by folate                                    |hsa00670     |2          |1148      |13        |61686         |8.266684534977218  |0.0235594              |0.028825599999999996   |TYMS,DHFR
Fatty acid metabolism                                        |hsa01212     |3          |1148      |34        |61686         |4.7411867185898755 |0.0250681              |0.0305517              |FASN,CBR4,ELOVL1
